Ancestor,Colony,Day,Clone.Number,Target.Name.x,mu.x,Median.x,sigma.x,PSRF_mu.x,PSRF_lp.x,Target.Name.y,mu.y,Median.y,sigma.y,PSRF_mu.y,PSRF_lp.y,ratio,ratio.se,Environment,ColonyID,Plasmid.size,mutated
DOD 182,4_2,8,384,trfA gene,0.000183551,0.00015297,3.80E-06,1.002962652,1.000824566,16S rRNA gene,0.078522213,0.05884793,0.001365017,1.001384497,1.001101435,0.002599417,2.19E-07,Liquid,DOD 182-4_2,35520,largedel
DOD 182,5,0,DOD 385,trfA gene,0.000114698,3.25E-05,1.24E-05,1.00253915,1.002498669,16S rRNA gene,0.000485138,0.000359784,2.81E-05,1.001531712,1.008625912,0.090333396,0.000276772,Liquid,DOD 182-5,35520,largedel
DOD 182,5,5,DOD 385,trfA gene,0.000335548,0.000175045,4.74E-05,1.001345906,1.020258938,16S rRNA gene,0.009605384,0.007551336,0.000268133,1.002197622,1.008313746,0.023180604,3.70E-05,Liquid,DOD 182-5,35520,largedel
DOD 182,5,8,DOD 385,trfA gene,0.00030288,0.000153667,1.58E-05,1.001247876,1.016693818,16S rRNA gene,0.012290763,0.008689895,0.000361845,1.002003255,1.00971245,0.017683357,9.02E-06,Liquid,DOD 182-5,35520,largedel
DOD 182,6,0,DOD 386,trfA gene,0.000171247,5.77E-05,3.26E-05,1.000384979,1.003311203,16S rRNA gene,0.004323145,0.002861958,0.000253009,1.00344587,1.002214971,0.020158801,7.67E-05,Liquid,DOD 182-6,35062,largedel
DOD 182,6,5,DOD 386,trfA gene,0.000111354,7.98E-05,5.39E-06,1.00026512,1.013082156,16S rRNA gene,0.029966044,0.012097709,0.000948486,1.001961221,1.003678856,0.00659418,2.57E-06,Liquid,DOD 182-6,35062,largedel
DOD 182,6,8,DOD 386,trfA gene,6.87E-05,1.43E-05,1.11E-05,1.002187879,1.003358105,16S rRNA gene,0.011950738,0.007412668,0.000411108,1.009654046,24.9837017,0.001929012,6.45E-06,Liquid,DOD 182-6,35062,largedel
DOD 184,1,0,DOD 387,trfA gene,0.000655204,0.000229915,0.000123431,1.00128686,1.000966898,16S rRNA gene,0.005842944,0.004939046,0.000146062,1.005472416,1.032801393,0.046550547,0.000187671,Liquid,DOD 184-1,33829,largedel
DOD 184,1,5,DOD 387,trfA gene,0.00067766,0.00023932,5.02E-05,1.00227774,1.044360185,16S rRNA gene,0.011724751,0.009133185,0.000354305,1.001267141,1.011742328,0.026203335,3.02E-05,Liquid,DOD 184-1,33829,largedel
DOD 184,1,8,DOD 387,trfA gene,0.005071511,0.000434304,0.000351306,1.001595577,1.00817897,16S rRNA gene,0.011813472,0.009828893,0.000261884,1.001237482,1.04452076,0.044186414,0.000287575,Liquid,DOD 184-1,33829,largedel
DOD 184,2,0,DOD 388,trfA gene,0.000788878,0.000422185,3.83E-05,1.002676454,1.001585825,16S rRNA gene,0.012371983,0.009449633,0.000389707,1.015154356,1.005214269,0.044677406,2.51E-05,Liquid,DOD 184-2,33829,largedel
DOD 184,2,5,DOD 388,trfA gene,0.000574932,0.000382907,1.86E-05,1.001990421,1.002599851,16S rRNA gene,0.041259535,0.02070717,0.001047983,1.019655663,1.061590989,0.018491531,5.43E-06,Liquid,DOD 184-2,33829,largedel
DOD 184,2,8,DOD 388,trfA gene,0.00018503,0.000131087,5.57E-06,1.002606529,1.010007588,16S rRNA gene,0.012358864,0.008724701,0.00040167,1.000108701,1.00148985,0.015024866,3.88E-06,Liquid,DOD 184-2,33829,largedel
DOD 184,3,0,DOD 389,trfA gene,0.007504314,0.003558161,0.000292391,1.00170758,1.000786504,16S rRNA gene,0.010238462,0.007062691,0.000379063,1.006573134,1.00735397,0.503796862,0.000422237,Liquid,DOD 184-3,33829,largedel
DOD 184,3,5,DOD 389,trfA gene,0.000843575,0.000394537,6.70E-05,1.001404835,1.00839531,16S rRNA gene,0.010515508,0.008339581,0.000416351,1.002647391,1.164187007,0.047308981,5.09E-05,Liquid,DOD 184-3,33829,largedel
DOD 184,3,8,DOD 389,trfA gene,0.000851109,0.000422533,3.90E-05,1.002416576,1.004570749,16S rRNA gene,0.013873527,0.0103715,0.000362871,1.005367817,1.408826316,0.040739788,2.08E-05,Liquid,DOD 184-3,33829,largedel
DOD 184,4,0,DOD 390,trfA gene,0.001282799,0.000357195,0.000273812,1.000826526,1.00536304,16S rRNA gene,0.007152172,0.006505017,8.32E-05,1.002419619,1.027445332,0.054910677,0.000363662,Liquid,DOD 184-4,33829,largedel
DOD 184,4,5,DOD 390,trfA gene,0.000315104,0.000185737,1.27E-05,1.003417654,1.002173596,16S rRNA gene,0.030631126,0.013929719,0.000878399,1.000074903,1.001204776,0.013333841,5.13E-06,Liquid,DOD 184-4,33829,largedel
DOD 184,4,8,DOD 390,trfA gene,0.000327939,0.000101693,5.15E-05,1.000124982,1.003869322,16S rRNA gene,0.012325734,0.006822818,0.000495122,1.008607187,1.004921415,0.014904786,4.65E-05,Liquid,DOD 184-4,33829,largedel
DOD 184,5,0,DOD 391,trfA gene,0.000688352,0.000515506,3.84E-05,1.005305023,1.006109325,16S rRNA gene,0.011931448,0.011093045,8.86E-05,1.004013772,1.009042632,0.046471072,1.78E-05,Liquid,DOD 184-5,33850,largedel
DOD 184,5,5,DOD 391,trfA gene,0.002550399,0.000718764,0.000145512,1.0026804,1.004506397,16S rRNA gene,0.021953478,0.013292122,0.00069549,1.007583405,1.039897158,0.054074406,7.76E-05,Liquid,DOD 184-5,33850,largedel
DOD 184,5,8,DOD 391,trfA gene,0.001463079,0.000619915,0.000175226,1.001577389,1.003227628,16S rRNA gene,0.03836968,0.034090771,0.000449767,1.000826032,1.028602895,0.018184248,2.80E-05,Liquid,DOD 184-5,33850,largedel
DOD 184,6,0,DOD 392,trfA gene,0.001316331,0.000540648,0.000141627,1.002914221,1.002560072,16S rRNA gene,0.01379121,0.011514047,0.000251583,1.008997397,1.004073381,0.046955495,7.97E-05,Liquid,DOD 184-6,33829,largedel
DOD 184,6,5,DOD 392,trfA gene,0.000463948,0.000258595,6.56E-05,0.999544582,1.008888035,16S rRNA gene,0.029627808,0.013784543,0.000969356,1.001743228,1.004576462,0.018759767,2.56E-05,Liquid,DOD 184-6,33829,largedel
DOD 184,6,8,DOD 392,trfA gene,0.000185582,9.66E-05,1.26E-05,1.0032338,1.001968732,16S rRNA gene,0.013257274,0.009816869,0.000405118,1.003070426,1.008371552,0.009840863,5.81E-06,Liquid,DOD 184-6,33829,largedel
DOD 228,1,0,DOD 393,trfA gene,0.000533926,0.000351547,3.76E-05,1.000497655,1.001138598,16S rRNA gene,0.012315377,0.008636546,0.000434215,1.006405138,1.0081036,0.040704575,2.65E-05,Liquid,DOD 228-1,35959,largedel
DOD 228,1,5,DOD 393,trfA gene,0.000394692,0.000269463,1.63E-05,1.003326677,1.034097644,16S rRNA gene,0.012279253,0.008914874,0.000377198,1.00227756,1.003722699,0.030226264,1.04E-05,Liquid,DOD 228-1,35959,largedel
DOD 228,1,8,DOD 393,trfA gene,0.000269482,7.52E-05,3.15E-05,1.001004225,1.02193336,16S rRNA gene,0.014833924,0.007739212,0.000704495,1.001653807,1.008214442,0.009719192,2.15E-05,Liquid,DOD 228-1,35959,largedel
DOD 228,2,0,DOD 394,trfA gene,0.001828659,0.000697791,0.0001708,1.003656263,1.008664836,16S rRNA gene,0.014271052,0.009704098,0.000414843,1.003726527,1.001798465,0.071906827,0.000135195,Liquid,DOD 228-2,35875,largedel
DOD 228,2,5,DOD 394,trfA gene,0.000296531,4.99E-05,2.61E-05,1.001273736,1.004511566,16S rRNA gene,0.016615092,0.008555949,0.000580778,1.000489911,1.003310245,0.005836418,1.53E-05,Liquid,DOD 228-2,35875,largedel
DOD 228,2,8,DOD 394,trfA gene,0.056022874,0.001348362,0.002358539,1.005224858,1.028283309,16S rRNA gene,0.027044271,0.013655822,0.000899994,1.004522344,1.002479904,0.098738963,0.001996226,Liquid,DOD 228-2,35875,largedel
DOD 228,4,0,DOD 396,trfA,0.000746425,0.000288795,7.68E-05,1.00129807,1.001537933,16S rRNA gene,0.006261398,0.00530695,0.000119637,1.006725759,1.035399832,0.054418306,9.70E-05,Liquid,DOD 228-4,35959,largedel
DOD 228,4,5,DOD 396,trfA,0.000962589,0.00019006,0.000130036,1.002327042,1.005418221,16S rRNA gene,0.011162674,0.007366016,0.000506136,1.002586788,1.00141198,0.025802289,0.000123578,Liquid,DOD 228-4,35959,largedel
DOD 228,4,8,DOD 396,trfA,0.000424887,0.000111229,3.20E-05,1.000929214,1.00043576,16S rRNA gene,0.012276184,0.009982391,0.000234158,1.001070638,1.005885301,0.011142565,1.54E-05,Liquid,DOD 228-4,35959,largedel
DOD 228,5,0,DOD 397,trfA,0.021914017,0.010493102,0.000711908,1.002923718,1.003035954,16S rRNA gene,0.010462499,0.006966537,0.000413547,1.006805958,1.001549845,1.506214898,0.001435047,Liquid,DOD 228-5,35959,largedel
DOD 228,5,5,DOD 397,trfA,0.000260453,7.78E-05,2.78E-05,1.000203827,1.010106613,16S rRNA gene,0.00478236,0.00190582,0.000391181,1.001308932,1.005413539,0.04084394,0.000127773,Liquid,DOD 228-5,35959,largedel
DOD 228,5,8,DOD 397,trfA,0.062062524,0.003321862,0.002519025,1.000079571,1.00198837,16S rRNA gene,0.091788676,0.021688737,0.002739779,1.000278261,1.000538409,0.153160688,0.00127491,Liquid,DOD 228-5,35959,largedel
DOD 228,6,0,DOD 398,trfA,0.000167811,8.51E-05,1.22E-05,1.003404622,1.004064729,16S rRNA gene,0.004103117,0.001846957,0.000298427,1.005138609,1.004373956,0.046080509,7.30E-05,Liquid,DOD 228-6,35959,largedel
DOD 228,6,5,DOD 398,trfA,0.107552829,0.030743058,0.002979629,1.002352608,1.03273675,16S rRNA gene,0.130047994,0.042005191,0.003440477,1.004185336,1.004370709,0.731887122,0.000892334,Liquid,DOD 228-6,35959,largedel
DOD 228,6,8,DOD 398,trfA,0.393054199,0.252510371,0.006614099,1.003528246,1.009107073,16S rRNA gene,0.410085357,0.271244964,0.006682319,1.000743273,1.009552592,0.930931096,0.000263086,Liquid,DOD 228-6,35959,largedel
DOD 228,6_2,0,398,trfA gene,0.004552355,0.001642753,0.000366224,1.000115895,1.001765275,16S rRNA gene,0.084933289,0.067441987,0.001306074,1.003010419,1.001478679,0.024358013,3.01E-05,Liquid,DOD 228-6_2,35959,largedel
DOD 228,6_2,5,398,trfA gene,0.000452516,0.000208919,4.03E-05,1.00078736,1.004345228,16S rRNA gene,0.136532404,0.098797413,0.002152175,1.002373814,1.003380148,0.002114625,1.38E-06,Liquid,DOD 228-6_2,35959,largedel
DOD 230,1,0,DOD 399,trfA gene,0.002116827,0.00124305,6.75E-05,1.005316053,1.001460573,16S rRNA gene,0.023855799,0.020010598,0.000307204,1.00550092,1.002361622,0.06211959,1.71E-05,Liquid,DOD 230-1,35520,largedel
DOD 230,1,5,DOD 399,trfA gene,0.001048912,0.00030679,9.06E-05,1.002354033,1.00271243,16S rRNA gene,0.021023109,0.014781211,0.000504514,1.001447244,1.015488381,0.02075538,3.61E-05,Liquid,DOD 230-1,35520,largedel
DOD 230,1,8,DOD 399,trfA gene,0.001041501,0.000251461,0.00010255,1.001386787,1.002318509,16S rRNA gene,0.030987051,0.023541085,0.000727518,1.002615326,1.000930366,0.010681784,2.28E-05,Liquid,DOD 230-1,35520,largedel
DOD 230,2,0,DOD 400,trfA gene,0.000419268,0.00025193,5.61E-05,1.004548416,1.014223741,16S rRNA gene,0.048086482,0.034162883,0.000971259,1.000418309,1.001443751,0.007374386,7.32E-06,Liquid,DOD 230-2,35520,largedel
DOD 230,2,5,DOD 400,trfA gene,0.001263028,0.000353015,0.000210125,1.000169765,1.002412708,16S rRNA gene,0.024984598,0.015779469,0.000612512,1.001092767,1.001471077,0.022371783,8.58E-05,Liquid,DOD 230-2,35520,largedel
DOD 230,2,8,DOD 400,trfA gene,0.000661658,0.000159634,6.57E-05,1.00145091,1.006424128,16S rRNA gene,0.029008493,0.018206546,0.000688031,1.003837184,1.006581027,0.008767971,1.93E-05,Liquid,DOD 230-2,35520,largedel
DOD 230,3,0,DOD 401,trfA gene,0.000344489,0.00019559,1.39E-05,1.001108703,1.001356069,16S rRNA gene,0.027952557,0.016697642,0.000839313,1.007574917,1.006735848,0.011713628,4.03E-06,Liquid,DOD 230-3,35520,largedel
DOD 230,3,5,DOD 401,trfA gene,0.000980064,0.000530731,5.73E-05,1.001612906,1.004846344,16S rRNA gene,0.035513082,0.02349005,0.000902531,0.999910251,1.009099001,0.022593869,1.21E-05,Liquid,DOD 230-3,35520,largedel
DOD 230,3,8,DOD 401,trfA gene,0.001495371,0.000595266,0.00012771,1.001217184,1.001502376,16S rRNA gene,0.028414754,0.022714815,0.000474744,0.999607088,1.006929482,0.026206076,3.05E-05,Liquid,DOD 230-3,35520,largedel
DOD 230,4,0,DOD 402,trfA gene,6.08E-05,4.66E-05,2.45E-06,1.002682513,1.021237062,16S rRNA gene,0.005786921,0.004109632,0.000218204,1.001088458,1.001253979,0.011338816,3.38E-06,Liquid,DOD 230-4,35520,largedel
DOD 230,4,5,DOD 402,trfA gene,0.000848211,0.000518418,3.84E-05,1.003058358,1.002562698,16S rRNA gene,0.072088606,0.037486498,0.001733314,1.00134844,1.043884858,0.013829471,4.89E-06,Liquid,DOD 230-4,35520,largedel
DOD 230,4,8,DOD 402,trfA gene,0.000188728,0.000104344,9.25E-06,1.000301584,1.00679078,16S rRNA gene,0.023892384,0.018809969,0.000530948,1.008749104,1.033930613,0.005547277,1.82E-06,Liquid,DOD 230-4,35520,largedel
DOD 230,5,0,DOD 403,trfA gene,0.003436777,0.001991288,0.000181971,1.002673152,1.008016417,16S rRNA gene,0.013440802,0.010976753,0.000229643,1.000942811,1.000322329,0.181409558,0.000128269,Liquid,DOD 230-5,35520,largedel
DOD 230,5,5,DOD 403,trfA gene,0.000667018,6.20E-05,8.24E-05,1.000680557,1.003502437,16S rRNA gene,0.011128348,0.006286933,0.000503979,1.026377296,31.7900405,0.009869236,9.24E-05,Liquid,DOD 230-5,35520,largedel
DOD 230,5,8,DOD 403,trfA gene,7.04E-05,2.36E-05,9.40E-06,1.000232461,1.027539687,16S rRNA gene,0.024004975,0.012365084,0.000833625,1.00140575,1.003685791,0.00190761,3.01E-06,Liquid,DOD 230-5,35520,largedel
DOD 230,6,0,DOD 404,trfA gene,0.011987467,0.005582269,0.000566211,1.010230408,1.005745464,16S rRNA gene,0.01750469,0.015988246,0.000224046,1.001932005,1.004478265,0.349148318,0.000280163,Liquid,DOD 230-6,35520,largedel
DOD 230,6,5,DOD 404,trfA gene,0.002737656,0.000611587,0.000273786,1.000523069,1.001431875,16S rRNA gene,0.050652738,0.031979291,0.001058805,1.000222467,1.001878033,0.019124458,5.23E-05,Liquid,DOD 230-6,35520,largedel
DOD 230,6,8,DOD 404,trfA gene,0.002866923,0.001165815,0.000149262,1.002348127,1.002632433,16S rRNA gene,0.018898303,0.012884248,0.000547166,1.003616626,1.001550076,0.090483773,7.85E-05,Liquid,DOD 230-6,35520,largedel
DOD 232,1,0,DOD 405,trfA gene,0.005907327,0.003392451,0.000286654,1.003457399,1.004502891,16S rRNA gene,0.049227413,0.041476607,0.00080974,1.003497683,1.013537804,0.081791902,4.26E-05,Liquid,DOD 232-1,33829,largedel
DOD 232,1,5,DOD 405,trfA gene,0.003457067,0.002131434,0.000164781,1.003873188,1.00514076,16S rRNA gene,0.034402277,0.027735586,0.000564786,1.008682434,1.261730877,0.076848335,3.47E-05,Liquid,DOD 232-1,33829,largedel
DOD 232,1,8,DOD 405,trfA gene,0.003585546,0.002302844,0.000112587,1.000784518,1.00358013,16S rRNA gene,0.038694504,0.030481548,0.00064894,1.002854421,1.023612303,0.075548801,2.12E-05,Liquid,DOD 232-1,33829,largedel
DOD 232,2,0,DOD 406,trfA gene,3.27E-09,2.72E-09,5.63E-11,1.009085267,1.011512579,16S rRNA gene,0.003103991,0.002430268,7.35E-05,1.001541128,1.003544374,1.12E-06,2.21E-11,Liquid,DOD 232-2,33829,largedel
DOD 232,2,5,DOD 406,trfA gene,0.007104975,0.002715303,0.00035933,1.000059644,1.001166782,16S rRNA gene,0.081516497,0.049253527,0.001672781,1.002095923,1.003673816,0.055129105,4.45E-05,Liquid,DOD 232-2,33829,largedel
DOD 232,2,8,DOD 406,trfA gene,0.003145705,0.000730646,0.000473736,1.002120303,1.005380306,16S rRNA gene,0.037244399,0.021860028,0.000947899,1.000039585,1.001978419,0.033423857,0.000154344,Liquid,DOD 232-2,33829,largedel
DOD 232,2_2,0,DOD 406_2,trfA gene,0.000972039,0.000584297,3.87E-05,1.005314035,1.006588183,16S rRNA gene,0.190619366,0.16207919,0.00218424,1.000963244,1.002056927,0.00360501,7.44E-07,Liquid,DOD 232-2_2,33829,largedel
DOD 232,2_2,0,406,trfA gene,0.000972039,0.000584297,3.87E-05,1.005314035,1.006588183,16S rRNA gene,0.190619366,0.16207919,0.00218424,1.000963244,1.002056927,0.00360501,7.44E-07,Liquid,DOD 232-2_2,33829,largedel
DOD 232,3,0,DOD 407,trfA gene,0.060936849,0.033895763,0.001508922,1.002837712,1.006470977,16S rRNA gene,0.022327879,0.016110543,0.000614736,1.015198495,1.007043309,2.103949152,0.001307271,Liquid,DOD 232-3,33829,largedel
DOD 232,3,5,DOD 407,trfA gene,0.001520174,0.00044673,0.000273989,1.003522003,1.355675596,16S rRNA gene,0.026782885,0.019350975,0.000662652,1.001979292,1.005498956,0.023085667,9.77E-05,Liquid,DOD 232-3,33829,largedel
DOD 232,3,8,DOD 407,trfA gene,0.000418235,0.000292415,2.34E-05,1.000857101,1.000782725,16S rRNA gene,0.027172708,0.019572459,0.000657707,1.002353018,1.006917595,0.014940126,5.36E-06,Liquid,DOD 232-3,33829,largedel
DOD 232,3_2,0,407,trfA gene,0.000786822,0.000285346,9.70E-05,1.005339276,1.001688487,16S rRNA gene,0.082802296,0.062417149,0.001378067,1.003165017,1.003909115,0.00457159,6.63E-06,Liquid,DOD 232-3_2,33829,largedel
DOD 232,4,0,DOD 408,trfA gene,0.000604486,0.00031815,3.43E-05,1.003268007,1.003990118,16S rRNA gene,0.017880769,0.016226636,0.000183134,1.001617325,1.001855863,0.019606639,9.59E-06,Liquid,DOD 232-4,33829,largedel
DOD 232,4,5,DOD 408,trfA gene,0.000411852,0.000248033,6.26E-05,1.002240501,1.227696378,16S rRNA gene,0.049795221,0.028101922,0.001257807,1.002296392,1.005611286,0.0088262,1.05E-05,Liquid,DOD 232-4,33829,largedel
DOD 232,4,8,DOD 408,trfA gene,0.00076121,0.000180217,8.10E-05,1.000290172,1.018110781,16S rRNA gene,0.020658436,0.012107395,0.00060688,1.001376497,1.018816173,0.014884855,4.12E-05,Liquid,DOD 232-4,33829,largedel
DOD 232,5,0,DOD 409,trfA gene,0.015143883,0.0130368,0.000203765,1.007034617,1.003211939,16S rRNA gene,0.058067996,0.050186225,0.000752469,1.009581497,1.004535239,0.259768485,3.33E-05,Liquid,DOD 232-5,33829,largedel
DOD 232,5,5,DOD 409,trfA gene,0.014431975,0.007870377,0.000543198,1.001999429,1.004411396,16S rRNA gene,0.035875908,0.030648463,0.000483794,1.000459927,1.012451435,0.256795164,0.000128154,Liquid,DOD 232-5,33829,largedel
DOD 232,5,8,DOD 409,trfA gene,0.01293992,0.006106508,0.000589345,1.003347897,1.002223887,16S rRNA gene,0.04062327,0.033412518,0.000748256,0.999693596,1.011321879,0.182761093,0.000129409,Liquid,DOD 232-5,33829,largedel
DOD 232,6,0,DOD 410,trfA gene,0.01420063,0.008822298,0.00045262,1.001618665,1.001484941,16S rRNA gene,0.037405494,0.031102735,0.000587722,1.013947674,1.018402569,0.28365024,0.000107052,Liquid,DOD 232-6,33829,largedel
DOD 232,6,5,DOD 410,trfA gene,0.007300467,0.00508455,0.000255484,1.003458545,1.000735775,16S rRNA gene,0.092621706,0.061257747,0.001671287,1.000103963,1.001540176,0.083002564,2.59E-05,Liquid,DOD 232-6,33829,largedel
DOD 232,6,8,DOD 410,trfA gene,0.010356692,0.005392355,0.000370028,1.000505944,1.005793109,16S rRNA gene,0.044058391,0.035649942,0.000752366,1.004541384,1.002335461,0.151258454,6.91E-05,Liquid,DOD 232-6,33829,largedel
DOD 357.507,1,0,DOD 579,trfA gene,0.007549828,0.004033009,0.000401079,1.004611562,1.006786946,16S rRNA gene,0.053353466,0.046035132,0.00063323,1.001968021,1.003289472,0.0876072,5.30E-05,Transformant,DOD 357-1,64508,unchanged
DOD 357.507,1,5,DOD 579,trfA gene,3.54E-05,1.16E-05,4.42E-06,1.001624452,1.001597211,16S rRNA gene,0.028693056,0.017963714,0.000756867,0.999849597,1.007109751,0.000643765,7.64E-07,Transformant,DOD 357-1,64508,unchanged
DOD 357.507,1,8,DOD 579,trfA gene,4.39E-08,4.78E-09,2.15E-08,1.001464551,1.00756841,16S rRNA gene,0.019225883,0.012588894,0.00071908,1.005381681,1.012073066,3.80E-07,1.90E-09,Transformant,DOD 357-1,64508,unchanged
DOD 357.776,1,0,DOD 2208,trfA gene,0.001193863,0.000883266,4.34E-05,1.003225968,1.0016714,16S rRNA gene,0.023542803,0.020306202,0.000344767,1.00521978,1.024818562,0.043497341,1.07E-05,Transformant,DOD 357.776-1,64508,unchanged
DOD 357.776,1,5,DOD 2208,trfA gene,0.000394554,0.000207084,3.35E-05,1.000549678,1.007154457,16S rRNA gene,0.029281085,0.021768431,0.000559686,1.002473408,1.014054726,0.009513031,6.44E-06,Transformant,DOD 357.776-1,64508,unchanged
DOD 357.776,1,8,DOD 2208,trfA gene,6.24E-06,1.89E-06,1.16E-06,1.00082987,1.005473691,16S rRNA gene,0.018125013,0.01177734,0.000529012,1.003374727,1.005897242,0.000160239,2.63E-07,Transformant,DOD 357.776-1,64508,unchanged
DOD 357.776,2,0,DOD 2209,trfA gene,0.002568996,0.00071654,0.00027658,1.001081261,1.002525751,16S rRNA gene,0.010403003,0.008264781,0.000219417,1.006700785,1.004881029,0.086697963,0.000262144,Transformant,DOD 357.776-2,64508,unchanged
DOD 357.776,2,5,DOD 2209,trfA gene,0.000466384,0.000213482,5.95E-05,1.00250504,1.002467519,16S rRNA gene,0.077446042,0.041876009,0.001712475,1.001552124,1.001228097,0.005097964,5.85E-06,Transformant,DOD 357.776-2,64508,unchanged
DOD 357.776,2,8,DOD 2209,trfA gene,7.00E-05,7.39E-06,4.55E-06,1.000691756,1.003131612,16S rRNA gene,0.016845607,0.010482621,0.000454838,1.000134476,1.008426059,0.000704817,1.43E-06,Transformant,DOD 357.776-2,64508,unchanged
DOD 359.pB10,1,0,DOD 2321,trfA gene,0.000116882,0.000110807,8.44E-07,1.005911402,1.026484463,16S rRNA gene,0.018424896,0.013470861,0.000493232,1.003983307,1.00458908,0.008225675,9.70E-07,Transformant,DOD 359.pB10-1,64508,unchanged
DOD 359.pB10,1,5,DOD 2321,trfA gene,7.34E-05,3.11E-05,4.05E-06,1.001352892,1.004708334,16S rRNA gene,0.020360519,0.017418688,0.000414706,1.002120367,1.003831209,0.001784246,6.98E-07,Transformant,DOD 359.pB10-1,64508,unchanged
DOD 359.pB10,1,8,DOD 2321,trfA gene,7.13E-05,1.05E-05,1.49E-05,1.000362244,1.002281002,16S rRNA gene,0.031660683,0.023421086,0.000693291,1.001969913,1.001172533,0.000446357,2.36E-06,Transformant,DOD 359.pB10-1,64508,unchanged
DOD 360.pB10,1,0,DOD 2318,trfA gene,0.003908446,0.001036029,0.000370871,1.003482323,1.001240175,16S rRNA gene,0.028550986,0.019889528,0.000881646,1.010217071,1.002837367,0.052089148,0.000138513,Transformant,DOD 360.pB10-1,64508,unchanged
DOD 360.pB10,1,5,DOD 2318,trfA gene,0.000240549,6.04E-05,4.05E-05,1.001484731,1.00195034,16S rRNA gene,0.072828229,0.036865669,0.00170433,1.001360224,1.00689074,0.001638432,4.65E-06,Transformant,DOD 360.pB10-1,64508,unchanged
DOD 360.pB10,1,8,DOD 2318,trfA gene,2.26E-08,5.78E-09,5.37E-09,1.000717026,1.006704037,16S rRNA gene,0.023508137,0.018753299,0.00039958,1.002112079,1.005629308,3.08E-07,2.30E-10,Transformant,DOD 360.pB10-1,64508,unchanged
DOD 361,1,0,DOD 580,trfA gene,0.000248637,0.000106474,1.76E-05,1.002397643,1.003931729,16S rRNA gene,0.040223724,0.025704659,0.000918371,1.002670882,1.001567148,0.004142223,2.57E-06,Transformant,DOD 361-1,31344,largedel
DOD 361,1,5,DOD 580,trfA gene,0.000919472,0.00056002,5.31E-05,1.000890438,1.004778254,16S rRNA gene,0.019698054,0.016845067,0.000400813,1.007240428,1.013905496,0.033245318,1.64E-05,Transformant,DOD 361-1,31344,largedel
DOD 361,1,8,DOD 580,trfA gene,0.00087878,0.000228508,0.000142009,1.000575377,1.003711702,16S rRNA gene,0.022767196,0.017349665,0.000521874,1.003281421,1.003034352,0.013170723,4.92E-05,Transformant,DOD 361-1,31344,largedel
DOD 361.pB10,1,0,DOD 2333,trfA gene,0.007776505,0.003924557,0.000246894,1.000620183,1.005810614,16S rRNA gene,0.015212333,0.012223879,0.000373674,1.002601373,1.001957103,0.321056581,0.000163608,Transformant,DOD 361.pB10-1,64508,unchanged
DOD 361.pB10,1,5,DOD 2333,trfA gene,0.000132598,4.98E-05,1.15E-05,1.000520723,1.001916476,16S rRNA gene,0.031269723,0.019510837,0.000812724,1.000812616,1.01427402,0.002551634,2.21E-06,Transformant,DOD 361.pB10-1,64508,unchanged
DOD 361.pB10,1,8,DOD 2333,trfA gene,2.16E-07,1.15E-07,9.78E-09,1.001577996,1.001355919,16S rRNA gene,0.053406931,0.034743847,0.001152112,1.01379655,1.044247713,3.31E-06,2.41E-10,Transformant,DOD 361.pB10-1,64508,unchanged
DOD 362,1,0,DOD 581,trfA gene,0.001455208,0.000787102,6.06E-05,1.001248989,1.00259711,16S rRNA gene,0.021798674,0.019052037,0.000298797,1.00307844,1.003879381,0.041313262,1.69E-05,Transformant,DOD 362-1,32744,largedel
DOD 362,1,5,DOD 581,trfA gene,0.000556418,0.000338981,2.27E-05,1.000209407,1.000998525,16S rRNA gene,0.022195289,0.016258151,0.000515422,1.004235545,1.12524547,0.02084992,6.86E-06,Transformant,DOD 362-1,32744,largedel
DOD 362,1,8,DOD 581,trfA gene,0.000678526,0.000348731,5.25E-05,1.001676408,1.003634644,16S rRNA gene,0.030030043,0.022514761,0.000651989,1.004647726,1.003958615,0.015488993,1.18E-05,Transformant,DOD 362-1,32744,largedel
DOD 362,1_2,0,426,trfA gene,2.38E-08,1.10E-08,1.75E-09,1.001690391,1.006920564,16S rRNA gene,0.000722856,0.000248034,0.000113963,1.000683091,1.008509296,4.43E-05,4.24E-05,NA,DOD 362-1_2,32744,largedel
DOD 362,3_2,0,428,trfA gene,0.002019637,0.001174309,7.20E-05,1.000702803,1.00086347,16S rRNA gene,0.071307989,0.053929059,0.001173964,1.005421711,0.999758969,0.021775076,6.08E-06,NA,DOD 362-3_2,32744,largedel
DOD 365.507,1,0,DOD 2198,trfA gene,0.00442158,0.002429002,0.000201308,1.000714475,1.004095164,16S rRNA gene,0.016983898,0.013449234,0.000366572,1.007178201,1.007433124,0.180605232,0.00011029,Transformant,DOD 365.507-1,64508,unchanged
DOD 365.507,1,5,DOD 2198,trfA gene,1.25E-07,5.21E-08,8.72E-09,1.001839303,1.001793562,16S rRNA gene,0.02082993,0.01434267,0.000591768,1.003843567,1.033358842,3.63E-06,5.79E-10,Transformant,DOD 365.507-1,64508,unchanged
